sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.2304;0.3005;9.4948;0.0;;;;NaN;;;;0 / 0;508007;2018-04-04 20:35:50:573
-0.0174;0.5046;9.5295;0.0;;;;NaN;;;;0 / 0;508506;2018-04-04 20:35:51:072
0.5991;1.0307;9.6576;0.0;;;;NaN;;;;0 / 0;509006;2018-04-04 20:35:51:572
0.6428;0.9708;9.7761;0.0;;;;NaN;;;;0 / 0;509506;2018-04-04 20:35:52:072
0.6644;0.7859;9.5265;0.0;;;;NaN;;;;0 / 0;510007;2018-04-04 20:35:52:573
0.2436;0.7189;9.7863;0.0;;;;NaN;;;;0 / 0;510506;2018-04-04 20:35:53:072
0.1448;0.6907;9.815;0.0;;;;NaN;;;;0 / 0;511006;2018-04-04 20:35:53:572
0.3897;0.2029;9.821;0.0;;;;NaN;;;;0 / 0;511506;2018-04-04 20:35:54:072
0.2807;0.7769;9.7127;0.0;;;;NaN;;;;0 / 0;512007;2018-04-04 20:35:54:573
0.325;0.9194;9.7743;0.0;;;;NaN;;;;0 / 0;512506;2018-04-04 20:35:55:072
0.4806;1.1402;9.5211;0.0;;;;NaN;;;;0 / 0;513006;2018-04-04 20:35:55:572
0.4286;0.7063;9.3709;0.0;;;;NaN;;;;0 / 0;513506;2018-04-04 20:35:56:072
0.0491;0.4405;9.4709;0.0;;;;NaN;;;;0 / 0;514006;2018-04-04 20:35:56:572
-0.0365;0.1861;9.5852;0.0;;;;NaN;;;;0 / 0;514506;2018-04-04 20:35:57:072
0.3418;0.6626;9.6678;0.0;;;;NaN;;;;0 / 0;515007;2018-04-04 20:35:57:573
-0.5728;0.1317;9.5762;0.0;;;;NaN;;;;0 / 0;515506;2018-04-04 20:35:58:072
0.5788;0.6889;9.7749;0.0;;;;NaN;;;;0 / 0;516006;2018-04-04 20:35:58:572
0.3154;0.6584;9.6995;0.0;;;;NaN;;;;0 / 0;516507;2018-04-04 20:35:59:073
0.4292;0.6261;9.6229;0.0;;;;NaN;;;;0 / 0;517006;2018-04-04 20:35:59:572
0.2873;0.4675;9.6474;0.0;;;;NaN;;;;0 / 0;517506;2018-04-04 20:36:00:072
-0.2616;0.3035;9.6432;0.0;;;;NaN;;;;0 / 0;518006;2018-04-04 20:36:00:572
-0.0838;0.8176;9.6804;0.0;;;;NaN;;;;0 / 0;518506;2018-04-04 20:36:01:072
0.5537;0.8499;9.6492;0.0;;;;NaN;;;;0 / 0;519006;2018-04-04 20:36:01:572
0.3208;0.8404;9.6917;0.0;;;;NaN;;;;0 / 0;519506;2018-04-04 20:36:02:072
0.6608;0.8033;9.7073;0.0;;;;NaN;;;;0 / 0;520007;2018-04-04 20:36:02:573
0.3352;0.6464;9.7552;0.0;;;;NaN;;;;0 / 0;520506;2018-04-04 20:36:03:072
0.2801;0.7123;9.6438;0.0;;;;NaN;;;;0 / 0;521006;2018-04-04 20:36:03:572
0.2897;0.4519;9.6941;0.0;;;;NaN;;;;0 / 0;521506;2018-04-04 20:36:04:072
0.2544;0.6165;9.9509;0.0;;;;NaN;;;;0 / 0;522006;2018-04-04 20:36:04:572
0.4896;0.7386;9.5864;0.0;;;;NaN;;;;0 / 0;522506;2018-04-04 20:36:05:072
0.3142;0.6428;9.5523;0.0;;;;NaN;;;;0 / 0;523006;2018-04-04 20:36:05:572
0.2041;0.3765;9.6756;0.0;;;;NaN;;;;0 / 0;523507;2018-04-04 20:36:06:073
0.0682;0.3639;9.7707;0.0;;;;NaN;;;;0 / 0;524007;2018-04-04 20:36:06:573
0.4381;0.2245;9.654;0.0;;;;NaN;;;;0 / 0;524506;2018-04-04 20:36:07:072
0.2753;0.5088;9.5367;0.0;;;;NaN;;;;0 / 0;525006;2018-04-04 20:36:07:572
0.3154;0.4399;9.8731;0.0;;;;NaN;;;;0 / 0;525507;2018-04-04 20:36:08:073
0.4238;0.7673;10.2699;0.0;;;;NaN;;;;0 / 0;526006;2018-04-04 20:36:08:572
0.4226;0.8062;9.8396;0.0;;;;NaN;;;;0 / 0;526506;2018-04-04 20:36:09:072
0.3651;0.7482;9.5972;0.0;;;;NaN;;;;0 / 0;527007;2018-04-04 20:36:09:573
0.2119;0.7685;9.5253;0.0;;;;NaN;;;;0 / 0;527506;2018-04-04 20:36:10:072
0.3394;0.6087;9.7462;0.0;;;;NaN;;;;0 / 0;528006;2018-04-04 20:36:10:572
0.4322;1.0056;9.6187;0.0;;;;NaN;;;;0 / 0;528506;2018-04-04 20:36:11:072
0.3585;0.7488;10.0389;0.0;;;;NaN;;;;0 / 0;529006;2018-04-04 20:36:11:572
0.234;0.5297;9.8749;0.0;;;;NaN;;;;0 / 0;529506;2018-04-04 20:36:12:072
0.2011;0.2322;9.8108;0.0;;;;NaN;;;;0 / 0;530006;2018-04-04 20:36:12:572
0.2286;0.6201;9.3272;0.0;;;;NaN;;;;0 / 0;530506;2018-04-04 20:36:13:072
0.2723;0.2041;9.7755;0.0;;;;NaN;;;;0 / 0;531006;2018-04-04 20:36:13:572
0.1377;1.3114;9.8581;0.0;;;;NaN;;;;0 / 0;531506;2018-04-04 20:36:14:072
0.4651;0.8128;9.6947;0.0;;;;NaN;;;;0 / 0;532007;2018-04-04 20:36:14:573
0.5213;0.7793;9.3422;0.0;;;;NaN;;;;0 / 0;532506;2018-04-04 20:36:15:072
0.5788;1.0732;9.4655;0.0;;;;NaN;;;;0 / 0;533006;2018-04-04 20:36:15:572
0.5549;0.8739;9.3673;0.0;;;;NaN;;;;0 / 0;533507;2018-04-04 20:36:16:073
0.659;1.4305;9.5954;0.0;;;;NaN;;;;0 / 0;534006;2018-04-04 20:36:16:572
-0.2358;0.1532;9.6031;0.0;;;;NaN;;;;0 / 0;534507;2018-04-04 20:36:17:073
-0.3484;0.6303;9.824;0.0;;;;NaN;;;;0 / 0;535006;2018-04-04 20:36:17:572
0.1945;0.4274;9.7432;0.0;;;;NaN;;;;0 / 0;535507;2018-04-04 20:36:18:073
-0.1113;0.6099;9.511;0.0;;;;NaN;;;;0 / 0;536006;2018-04-04 20:36:18:572
-0.1053;1.0924;10.0006;0.0;;;;NaN;;;;0 / 0;536506;2018-04-04 20:36:19:072
0.346;0.5165;9.3679;0.0;;;;NaN;;;;0 / 0;537006;2018-04-04 20:36:19:572
0.0072;0.6889;9.5253;0.0;;;;NaN;;;;0 / 0;537506;2018-04-04 20:36:20:072
-0.2119;0.4064;9.6343;0.0;;;;NaN;;;;0 / 0;538006;2018-04-04 20:36:20:572
0.2352;0.6381;9.7318;0.0;;;;NaN;;;;0 / 0;538507;2018-04-04 20:36:21:073
0.6967;0.4519;9.6013;0.0;;;;NaN;;;;0 / 0;539006;2018-04-04 20:36:21:572
0.3376;0.7033;9.6139;0.0;;;;NaN;;;;0 / 0;539507;2018-04-04 20:36:22:073
0.4567;0.9882;9.675;0.0;;;;NaN;;;;0 / 0;540006;2018-04-04 20:36:22:572
-0.6087;0.5561;9.7474;0.0;;;;NaN;;;;0 / 0;540506;2018-04-04 20:36:23:072
0.2131;0.6596;9.0926;0.0;;;;NaN;;;;0 / 0;541006;2018-04-04 20:36:23:572
0.3496;0.1616;9.9174;0.0;;;;NaN;;;;0 / 0;541506;2018-04-04 20:36:24:072
0.2466;0.7374;9.6379;0.0;;;;NaN;;;;0 / 0;542006;2018-04-04 20:36:24:572
0.4345;0.9068;9.9317;0.0;;;;NaN;;;;0 / 0;542508;2018-04-04 20:36:25:074
0.2532;0.5991;9.6379;0.0;;;;NaN;;;;0 / 0;543007;2018-04-04 20:36:25:573
0.097;1.0415;9.7235;0.0;;;;NaN;;;;0 / 0;543507;2018-04-04 20:36:26:073
0.161;0.6991;9.8031;0.0;;;;NaN;;;;0 / 0;544006;2018-04-04 20:36:26:572
-0.2532;0.3795;9.5074;0.0;;;;NaN;;;;0 / 0;544506;2018-04-04 20:36:27:072
0.2783;0.8003;9.5762;0.0;;;;NaN;;;;0 / 0;545007;2018-04-04 20:36:27:573
0.185;0.5453;9.5044;0.0;;;;NaN;;;;0 / 0;545506;2018-04-04 20:36:28:072
0.1592;0.9122;9.7282;0.0;;;;NaN;;;;0 / 0;546006;2018-04-04 20:36:28:572
-0.2945;1.3898;9.7917;0.0;;;;NaN;;;;0 / 0;546507;2018-04-04 20:36:29:073
0.1826;0.8517;9.6504;0.0;;;;NaN;;;;0 / 0;547006;2018-04-04 20:36:29:572
0.0724;0.4699;9.6295;0.0;;;;NaN;;;;0 / 0;547506;2018-04-04 20:36:30:072
-0.2879;0.3753;9.7241;0.0;;;;NaN;;;;0 / 0;548007;2018-04-04 20:36:30:573
-0.1101;0.6752;9.751;0.0;;;;NaN;;;;0 / 0;548506;2018-04-04 20:36:31:072
0.6674;0.7105;9.6067;0.0;;;;NaN;;;;0 / 0;549006;2018-04-04 20:36:31:572
0.3771;1.0427;9.5014;0.0;;;;NaN;;;;0 / 0;549507;2018-04-04 20:36:32:073
0.2478;1.0469;9.6367;0.0;;;;NaN;;;;0 / 0;550006;2018-04-04 20:36:32:572
-0.2472;0.9643;9.7713;0.0;;;;NaN;;;;0 / 0;550506;2018-04-04 20:36:33:072
0.3747;-0.2394;9.8078;0.0;;;;NaN;;;;0 / 0;551006;2018-04-04 20:36:33:572
-0.653;0.811;9.5205;0.0;;;;NaN;;;;0 / 0;551507;2018-04-04 20:36:34:073
0.9876;1.1618;9.4978;0.0;;;;NaN;;;;0 / 0;552006;2018-04-04 20:36:34:572
0.015;1.4222;9.5409;0.0;;;;NaN;;;;0 / 0;552507;2018-04-04 20:36:35:073
0.9667;-1.242;9.6971;0.0;;;;NaN;;;;0 / 0;553006;2018-04-04 20:36:35:572
0.8422;-0.4651;9.973;0.0;;;;NaN;;;;0 / 0;553506;2018-04-04 20:36:36:072
-0.1544;0.1796;9.678;0.0;;;;NaN;;;;0 / 0;554006;2018-04-04 20:36:36:572
-0.085;0.0215;9.7073;0.0;;;;NaN;;;;0 / 0;554507;2018-04-04 20:36:37:073
0.1233;0.2137;9.7241;0.0;;;;NaN;;;;0 / 0;555006;2018-04-04 20:36:37:572
0.2101;0.2418;9.6935;0.0;;;;NaN;;;;0 / 0;555506;2018-04-04 20:36:38:072
0.0407;0.7512;9.4559;0.0;;;;NaN;;;;0 / 0;556007;2018-04-04 20:36:38:573
-0.1329;0.3944;9.6923;0.0;;;;NaN;;;;0 / 0;556506;2018-04-04 20:36:39:072
-0.2945;-0.3316;9.7342;0.0;;;;NaN;;;;0 / 0;557006;2018-04-04 20:36:39:572
-0.2771;-0.0048;9.7043;0.0;;;;NaN;;;;0 / 0;557506;2018-04-04 20:36:40:072
-0.2328;0.1221;9.657;0.0;;;;NaN;;;;0 / 0;558006;2018-04-04 20:36:40:572
-0.0126;0.5746;9.5343;0.0;;;;NaN;;;;0 / 0;558506;2018-04-04 20:36:41:072
0.0239;0.4752;9.8958;0.0;;;;NaN;;;;0 / 0;559006;2018-04-04 20:36:41:572
-0.4034;0.2005;10.0054;0.0;;;;NaN;;;;0 / 0;559507;2018-04-04 20:36:42:073
0.4507;-0.0934;9.0555;0.0;;;;NaN;;;;0 / 0;560006;2018-04-04 20:36:42:572
-0.6123;-0.7278;9.736;0.0;;;;NaN;;;;0 / 0;560507;2018-04-04 20:36:43:073
-0.3885;-1.0038;9.3535;0.0;;;;NaN;;;;0 / 0;561006;2018-04-04 20:36:43:572
0.2137;0.5962;9.6558;0.0;;;;NaN;;;;0 / 0;561506;2018-04-04 20:36:44:072
0.2915;0.5578;9.7187;0.0;;;;NaN;;;;0 / 0;562006;2018-04-04 20:36:44:572
0.3286;0.5201;9.7522;0.0;;;;NaN;;;;0 / 0;562507;2018-04-04 20:36:45:073
0.0162;0.1443;9.5152;0.0;;;;NaN;;;;0 / 0;563006;2018-04-04 20:36:45:572
-0.3077;0.0084;9.6313;0.0;;;;NaN;;;;0 / 0;563506;2018-04-04 20:36:46:072
-0.0652;0.1024;9.7414;0.0;;;;NaN;;;;0 / 0;564006;2018-04-04 20:36:46:572
0.1155;0.6782;9.6043;0.0;;;;NaN;;;;0 / 0;564506;2018-04-04 20:36:47:072
0.5261;0.5321;9.6301;0.0;;;;NaN;;;;0 / 0;565006;2018-04-04 20:36:47:572
0.1083;0.5734;9.7306;0.0;;;;NaN;;;;0 / 0;565507;2018-04-04 20:36:48:073
-0.0976;0.4351;9.6139;0.0;;;;NaN;;;;0 / 0;566006;2018-04-04 20:36:48:572
0.0832;-0.1502;9.6923;0.0;;;;NaN;;;;0 / 0;566506;2018-04-04 20:36:49:072
-0.2897;0.3244;9.8426;0.0;;;;NaN;;;;0 / 0;567006;2018-04-04 20:36:49:572
-0.2849;0.1784;9.6187;0.0;;;;NaN;;;;0 / 0;567506;2018-04-04 20:36:50:072
-0.0168;0.4441;9.484;0.0;;;;NaN;;;;0 / 0;568006;2018-04-04 20:36:50:572
0.1706;0.8068;9.7612;0.0;;;;NaN;;;;0 / 0;568506;2018-04-04 20:36:51:072
-0.0605;0.4304;9.6959;0.0;;;;NaN;;;;0 / 0;569009;2018-04-04 20:36:51:575
-0.1365;0.2472;9.6409;0.0;;;;NaN;;;;0 / 0;569506;2018-04-04 20:36:52:072
-0.2813;0.0658;9.6217;0.0;;;;NaN;;;;0 / 0;570006;2018-04-04 20:36:52:572
-0.1652;0.2861;9.6307;0.0;;;;NaN;;;;0 / 0;570506;2018-04-04 20:36:53:072
-0.076;0.4681;9.8958;0.0;;;;NaN;;;;0 / 0;571006;2018-04-04 20:36:53:572
0.0467;0.5656;9.7683;0.0;;;;NaN;;;;0 / 0;571506;2018-04-04 20:36:54:072
0.152;0.7033;9.7713;0.0;;;;NaN;;;;0 / 0;572007;2018-04-04 20:36:54:573
-0.1832;0.4866;9.6504;0.0;;;;NaN;;;;0 / 0;572506;2018-04-04 20:36:55:072
-0.6452;0.2664;9.6313;0.0;;;;NaN;;;;0 / 0;573006;2018-04-04 20:36:55:572
-0.4543;0.3537;9.5738;0.0;;;;NaN;;;;0 / 0;573506;2018-04-04 20:36:56:072
-0.0096;0.3238;9.6079;0.0;;;;NaN;;;;0 / 0;574006;2018-04-04 20:36:56:572
0.2568;0.0946;9.481;0.0;;;;NaN;;;;0 / 0;574507;2018-04-04 20:36:57:073
-0.0563;0.3118;9.3583;0.0;;;;NaN;;;;0 / 0;575006;2018-04-04 20:36:57:572
-0.0563;0.3118;9.3583;0.0;;;;NaN;;;;0 / 0;575507;2018-04-04 20:36:58:073
-0.1814;0.1305;9.9778;0.0;;;;NaN;;;;0 / 0;576006;2018-04-04 20:36:58:572
-0.3879;0.8553;9.5092;0.0;;;;NaN;;;;0 / 0;576506;2018-04-04 20:36:59:072
-0.1419;0.9547;10.2933;0.0;;;;NaN;;;;0 / 0;577006;2018-04-04 20:36:59:572
-0.3909;0.9295;10.0012;0.0;;;;NaN;;;;0 / 0;577506;2018-04-04 20:37:00:072
-0.2083;0.2795;9.3805;0.0;;;;NaN;;;;0 / 0;578007;2018-04-04 20:37:00:573
-0.1335;1.0247;9.9114;0.0;;;;NaN;;;;0 / 0;578506;2018-04-04 20:37:01:072
-0.3017;1.0965;9.8414;0.0;;;;NaN;;;;0 / 0;579006;2018-04-04 20:37:01:572
-0.1861;0.641;9.7438;0.0;;;;NaN;;;;0 / 0;579506;2018-04-04 20:37:02:072
-0.1215;0.2364;9.4547;0.0;;;;NaN;;;;0 / 0;580006;2018-04-04 20:37:02:572
-0.1592;-0.574;9.1476;0.0;;;;NaN;;;;0 / 0;580506;2018-04-04 20:37:03:072
0.2777;0.2071;9.5158;0.0;;;;NaN;;;;0 / 0;581007;2018-04-04 20:37:03:573
0.2646;-0.0617;9.7127;0.0;;;;NaN;;;;0 / 0;581506;2018-04-04 20:37:04:072
0.2879;-0.3364;9.5924;0.0;;;;NaN;;;;0 / 0;582006;2018-04-04 20:37:04:572
0.3136;-0.6602;10.0467;0.0;;;;NaN;;;;0 / 0;582506;2018-04-04 20:37:05:072
-0.07;-0.8607;9.9635;0.0;;;;NaN;;;;0 / 0;583007;2018-04-04 20:37:05:573
-0.4148;0.4788;10.1197;0.0;;;;NaN;;;;0 / 0;583506;2018-04-04 20:37:06:072
0.3184;0.3903;9.5882;0.0;;;;NaN;;;;0 / 0;584006;2018-04-04 20:37:06:572
0.3615;-0.4938;9.8222;0.0;;;;NaN;;;;0 / 0;584506;2018-04-04 20:37:07:072
-0.4381;0.7661;9.2973;0.0;;;;NaN;;;;0 / 0;585006;2018-04-04 20:37:07:572
-0.1191;0.1269;9.5385;0.0;;;;NaN;;;;0 / 0;585506;2018-04-04 20:37:08:072
-0.3579;-0.1053;9.396;0.0;;;;NaN;;;;0 / 0;586007;2018-04-04 20:37:08:573
-0.0599;0.5728;9.66;0.0;;;;NaN;;;;0 / 0;586506;2018-04-04 20:37:09:072
-0.0365;-0.006;9.7612;0.0;;;;NaN;;;;0 / 0;587006;2018-04-04 20:37:09:572
-0.0557;0.1951;9.845;0.0;;;;NaN;;;;0 / 0;587507;2018-04-04 20:37:10:073
0.3106;0.0305;9.6911;0.0;;;;NaN;;;;0 / 0;588007;2018-04-04 20:37:10:573
-0.0341;0.5567;9.7989;0.0;;;;NaN;;;;0 / 0;588506;2018-04-04 20:37:11:072
0.4519;0.4848;9.6343;0.0;;;;NaN;;;;0 / 0;589006;2018-04-04 20:37:11:572
0.4339;0.097;9.4709;0.0;;;;NaN;;;;0 / 0;589507;2018-04-04 20:37:12:073
0.255;-0.1095;9.5798;0.0;;;;NaN;;;;0 / 0;590007;2018-04-04 20:37:12:573
0.1478;-0.149;9.736;0.0;;;;NaN;;;;0 / 0;590507;2018-04-04 20:37:13:073
0.2496;0.1323;9.8001;0.0;;;;NaN;;;;0 / 0;591006;2018-04-04 20:37:13:572
0.2125;0.0275;9.4697;0.0;;;;NaN;;;;0 / 0;591506;2018-04-04 20:37:14:072
0.2987;0.0838;9.4816;0.0;;;;NaN;;;;0 / 0;592007;2018-04-04 20:37:14:573
0.0916;0.2227;9.7863;0.0;;;;NaN;;;;0 / 0;592506;2018-04-04 20:37:15:072
0.0976;-0.7961;9.7085;0.0;;;;NaN;;;;0 / 0;593006;2018-04-04 20:37:15:572
0.3735;-0.9565;9.9461;0.0;;;;NaN;;;;0 / 0;593507;2018-04-04 20:37:16:073
0.2197;-0.2622;9.6049;0.0;;;;NaN;;;;0 / 0;594006;2018-04-04 20:37:16:572
0.0838;0.4776;9.672;0.0;;;;NaN;;;;0 / 0;594506;2018-04-04 20:37:17:072
0.2005;-0.3089;9.7318;0.0;;;;NaN;;;;0 / 0;595006;2018-04-04 20:37:17:572
-0.3436;-0.5142;9.7085;0.0;;;;NaN;;;;0 / 0;595507;2018-04-04 20:37:18:073
-0.1838;-0.3118;9.7235;0.0;;;;NaN;;;;0 / 0;596006;2018-04-04 20:37:18:572
-0.1993;-0.1526;9.9401;0.0;;;;NaN;;;;0 / 0;596506;2018-04-04 20:37:19:072
-0.173;-0.1981;9.5056;0.0;;;;NaN;;;;0 / 0;597006;2018-04-04 20:37:19:572
-0.1664;-0.0832;9.6211;0.0;;;;NaN;;;;0 / 0;597507;2018-04-04 20:37:20:073
-0.0958;-0.3454;9.6953;0.0;;;;NaN;;;;0 / 0;598006;2018-04-04 20:37:20:572
-0.5489;-0.1885;9.6025;0.0;;;;NaN;;;;0 / 0;598506;2018-04-04 20:37:21:072
0.0748;0.3106;9.8186;0.0;;;;NaN;;;;0 / 0;599006;2018-04-04 20:37:21:572
0.2185;-0.2837;9.5481;0.0;;;;NaN;;;;0 / 0;599506;2018-04-04 20:37:22:072
0.1305;-0.641;9.6678;0.0;;;;NaN;;;;0 / 0;600007;2018-04-04 20:37:22:573
0.1622;-0.4597;9.736;0.0;;;;NaN;;;;0 / 0;600506;2018-04-04 20:37:23:072
0.0293;-0.422;9.663;0.0;;;;NaN;;;;0 / 0;601006;2018-04-04 20:37:23:572
0.2029;-0.2245;9.6432;0.0;;;;NaN;;;;0 / 0;601506;2018-04-04 20:37:24:072
0.1419;-0.1873;9.6642;0.0;;;;NaN;;;;0 / 0;602006;2018-04-04 20:37:24:572
0.167;-0.337;9.6205;0.0;;;;NaN;;;;0 / 0;602506;2018-04-04 20:37:25:072
0.1053;-0.1897;9.4338;0.0;;;;NaN;;;;0 / 0;603007;2018-04-04 20:37:25:573
-0.1018;-0.4561;9.5565;0.0;;;;NaN;;;;0 / 0;603506;2018-04-04 20:37:26:072
0.0838;-0.2418;9.7384;0.0;;;;NaN;;;;0 / 0;604007;2018-04-04 20:37:26:573
0.0539;-0.3029;9.7492;0.0;;;;NaN;;;;0 / 0;604506;2018-04-04 20:37:27:072
0.2466;-0.2765;9.66;0.0;;;;NaN;;;;0 / 0;605006;2018-04-04 20:37:27:572
0.1305;-0.4435;9.5211;0.0;;;;NaN;;;;0 / 0;605506;2018-04-04 20:37:28:072
0.0706;-0.2454;9.7791;0.0;;;;NaN;;;;0 / 0;606006;2018-04-04 20:37:28:572
-0.5052;-0.1688;10.7554;0.0;;;;NaN;;;;0 / 0;606506;2018-04-04 20:37:29:072
-0.677;0.3304;9.681;0.0;;;;NaN;;;;0 / 0;607006;2018-04-04 20:37:29:572
-0.0413;0.0832;9.742;0.0;;;;NaN;;;;0 / 0;607506;2018-04-04 20:37:30:072
-0.2059;-0.0395;9.6002;0.0;;;;NaN;;;;0 / 0;608006;2018-04-04 20:37:30:572
-0.2568;-0.158;9.575;0.0;;;;NaN;;;;0 / 0;608506;2018-04-04 20:37:31:072
-0.0527;-0.2616;9.4218;0.0;;;;NaN;;;;0 / 0;609007;2018-04-04 20:37:31:573
-0.0796;-0.1891;9.5936;0.0;;;;NaN;;;;0 / 0;609506;2018-04-04 20:37:32:072
-0.4884;-0.8416;10.0892;0.0;;;;NaN;;;;0 / 0;610006;2018-04-04 20:37:32:572
-0.158;-0.152;10.3172;0.0;;;;NaN;;;;0 / 0;610507;2018-04-04 20:37:33:073
-0.3023;-0.073;9.6343;0.0;;;;NaN;;;;0 / 0;611006;2018-04-04 20:37:33:572
-0.31;-0.4148;9.6504;0.0;;;;NaN;;;;0 / 0;611506;2018-04-04 20:37:34:072
-0.8775;-0.2592;9.903;0.0;;;;NaN;;;;0 / 0;612006;2018-04-04 20:37:34:572
-0.1718;-0.2514;9.7935;0.0;;;;NaN;;;;0 / 0;612506;2018-04-04 20:37:35:072
-0.3519;-0.3065;9.4541;0.0;;;;NaN;;;;0 / 0;613007;2018-04-04 20:37:35:573
-0.1083;-0.5046;9.5331;0.0;;;;NaN;;;;0 / 0;613506;2018-04-04 20:37:36:072
-0.6895;-0.3262;9.5571;0.0;;;;NaN;;;;0 / 0;614007;2018-04-04 20:37:36:573
-0.3005;-0.4758;10.0652;0.0;;;;NaN;;;;0 / 0;614506;2018-04-04 20:37:37:072
-0.5183;-0.574;9.5642;0.0;;;;NaN;;;;0 / 0;615006;2018-04-04 20:37:37:572
-0.6931;-0.5495;9.6025;0.0;;;;NaN;;;;0 / 0;615506;2018-04-04 20:37:38:072
-1.0672;-0.2083;9.9898;0.0;;;;NaN;;;;0 / 0;616006;2018-04-04 20:37:38:572
-0.7865;-0.2101;9.5259;0.0;;;;NaN;;;;0 / 0;616506;2018-04-04 20:37:39:072
-0.3543;-0.3837;9.5247;0.0;;;;NaN;;;;0 / 0;617007;2018-04-04 20:37:39:573
-0.6165;-0.4339;9.7139;0.0;;;;NaN;;;;0 / 0;617506;2018-04-04 20:37:40:072
-0.5351;-0.1239;9.8378;0.0;;;;NaN;;;;0 / 0;618006;2018-04-04 20:37:40:572
-0.6823;-0.2664;9.6025;0.0;;;;NaN;;;;0 / 0;618506;2018-04-04 20:37:41:072
0.3502;-1.1959;9.7851;0.0;;;;NaN;;;;0 / 0;619006;2018-04-04 20:37:41:572
-0.659;-0.4513;9.7031;0.0;;;;NaN;;;;0 / 0;619507;2018-04-04 20:37:42:073
-0.8871;-0.4172;9.7372;0.0;;;;NaN;;;;0 / 0;620007;2018-04-04 20:37:42:573
-0.6638;-0.316;9.5529;0.0;;;;NaN;;;;0 / 0;620506;2018-04-04 20:37:43:072
-0.7476;-0.1676;9.581;0.0;;;;NaN;;;;0 / 0;621006;2018-04-04 20:37:43:572
-0.6309;-0.5555;9.5253;0.0;;;;NaN;;;;0 / 0;621507;2018-04-04 20:37:44:073
-0.8033;-0.3047;9.5487;0.0;;;;NaN;;;;0 / 0;622006;2018-04-04 20:37:44:572
-0.5997;-0.422;9.7115;0.0;;;;NaN;;;;0 / 0;622506;2018-04-04 20:37:45:072
-0.4142;-0.161;10.1047;0.0;;;;NaN;;;;0 / 0;623006;2018-04-04 20:37:45:572
0.2652;-0.3735;9.6109;0.0;;;;NaN;;;;0 / 0;623506;2018-04-04 20:37:46:072
-0.1939;-0.5716;9.6277;0.0;;;;NaN;;;;0 / 0;624006;2018-04-04 20:37:46:572
0.0652;-0.7362;9.6193;0.0;;;;NaN;;;;0 / 0;624506;2018-04-04 20:37:47:072
0.0682;-0.5991;9.5559;0.0;;;;NaN;;;;0 / 0;625007;2018-04-04 20:37:47:573
-0.0664;-0.6219;9.8252;0.0;;;;NaN;;;;0 / 0;625506;2018-04-04 20:37:48:072
0.1778;-0.419;9.4745;0.0;;;;NaN;;;;0 / 0;626006;2018-04-04 20:37:48:572
0.012;0.0299;9.3571;0.0;;;;NaN;;;;0 / 0;626506;2018-04-04 20:37:49:072
-0.0018;-1.0415;9.5445;0.0;;;;NaN;;;;0 / 0;627006;2018-04-04 20:37:49:572
-0.234;-0.7476;9.7749;0.0;;;;NaN;;;;0 / 0;627506;2018-04-04 20:37:50:072
-0.2364;-1.0463;9.4637;0.0;;;;NaN;;;;0 / 0;628007;2018-04-04 20:37:50:573
-0.4268;-0.7967;9.4864;0.0;;;;NaN;;;;0 / 0;628506;2018-04-04 20:37:51:072
-0.0168;-0.3699;9.7372;0.0;;;;NaN;;;;0 / 0;629006;2018-04-04 20:37:51:572
-0.0904;-0.2747;9.7121;0.0;;;;NaN;;;;0 / 0;629506;2018-04-04 20:37:52:072
-0.6476;-0.562;9.6031;0.0;;;;NaN;;;;0 / 0;630006;2018-04-04 20:37:52:572
-0.8649;-0.6806;9.6995;0.0;;;;NaN;;;;0 / 0;630506;2018-04-04 20:37:53:072
-0.9972;-0.6608;9.7007;0.0;;;;NaN;;;;0 / 0;631006;2018-04-04 20:37:53:572
-0.6422;1.8346;10.1484;0.0;;;;NaN;;;;0 / 0;631506;2018-04-04 20:37:54:072
-0.2508;0.9068;9.6444;0.0;;;;NaN;;;;0 / 0;632006;2018-04-04 20:37:54:572
-0.2514;1.005;9.6905;0.0;;;;NaN;;;;0 / 0;632507;2018-04-04 20:37:55:073
-0.9786;0.8763;9.5277;0.0;;;;NaN;;;;0 / 0;633006;2018-04-04 20:37:55:572
-0.993;0.1431;9.5559;0.0;;;;NaN;;;;0 / 0;633506;2018-04-04 20:37:56:072
-1.1839;0.1754;9.654;0.0;;;;NaN;;;;0 / 0;634006;2018-04-04 20:37:56:572
-0.3304;-0.0359;9.7396;0.0;;;;NaN;;;;0 / 0;634506;2018-04-04 20:37:57:072
-0.9655;-0.3759;9.8258;0.0;;;;NaN;;;;0 / 0;635006;2018-04-04 20:37:57:572
-0.8948;-1.2767;9.5517;0.0;;;;NaN;;;;0 / 0;635507;2018-04-04 20:37:58:073
-0.6225;-0.4938;9.7043;0.0;;;;NaN;;;;0 / 0;636006;2018-04-04 20:37:58:572
