sep=;;;;;;;;;;;;;;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2031;0.1341;9.93;3.1;45.104;NaN;0 / 0;833016;2018-04-04 20:41:22:662;;;;;;
-1.3958;0.1293;9.8701;3.1;41.049;NaN;0 / 0;833516;2018-04-04 20:41:23:162;;;;;;
-1.3144;0.1089;9.7552;3.1;37.024;NaN;0 / 0;834016;2018-04-04 20:41:23:662;;;;;;
-1.1863;0.1077;9.7312;3.1;40.423;NaN;0 / 0;834516;2018-04-04 20:41:24:162;;;;;;
-1.1791;0.1377;9.8761;3.1;42.34;NaN;0 / 0;835016;2018-04-04 20:41:24:662;;;;;;
-1.3012;0.1281;9.8893;3.1;41.745;NaN;0 / 0;835516;2018-04-04 20:41:25:162;;;;;;
-1.2917;0.1161;9.7576;3.1;41.716;NaN;0 / 0;836016;2018-04-04 20:41:25:662;;;;;;
-1.3288;0.1149;9.7169;3.1;40.839;NaN;0 / 0;836515;2018-04-04 20:41:26:161;;;;;;
-1.3982;0.1329;9.7851;3.1;40.347;NaN;0 / 0;837016;2018-04-04 20:41:26:662;;;;;;
-1.3695;0.1652;9.7851;3.1;43.878;NaN;0 / 0;837516;2018-04-04 20:41:27:162;;;;;;
-1.3491;0.1018;9.8569;3.1;42.359;NaN;0 / 0;838016;2018-04-04 20:41:27:662;;;;;;
-1.3264;0.0443;9.9563;3.1;41.676;NaN;0 / 0;838516;2018-04-04 20:41:28:162;;;;;;
-1.2222;0.1508;9.8713;3.1;40.368;NaN;0 / 0;839016;2018-04-04 20:41:28:662;;;;;;
-1.2079;0.1508;9.7456;3.1;40.003;NaN;0 / 0;839516;2018-04-04 20:41:29:162;;;;;;
-1.3204;0.1173;9.7875;3.1;40.634;NaN;0 / 0;840016;2018-04-04 20:41:29:662;;;;;;
-1.342;0.0922;9.845;3.1;42.263;NaN;0 / 0;840516;2018-04-04 20:41:30:162;;;;;;
-1.324;0.1508;9.7995;3.1;41.916;NaN;0 / 0;841016;2018-04-04 20:41:30:662;;;;;;
-1.3408;0.1413;9.8306;3.1;39.198;NaN;0 / 0;841516;2018-04-04 20:41:31:162;;;;;;
-1.397;0.1389;9.8174;3.1;39.577;NaN;0 / 0;842016;2018-04-04 20:41:31:662;;;;;;
-1.3623;0.1125;9.8282;3.1;41.492;NaN;0 / 0;842516;2018-04-04 20:41:32:162;;;;;;
-1.1911;0.1125;9.8019;3.1;39.466;NaN;0 / 0;843016;2018-04-04 20:41:32:662;;;;;;
-1.2246;0.1532;9.7588;3.1;37.472;NaN;0 / 0;843516;2018-04-04 20:41:33:162;;;;;;
-1.3671;0.1413;9.8797;3.1;39.266;NaN;0 / 0;844015;2018-04-04 20:41:33:661;;;;;;
-1.391;0.0994;9.9359;3.1;41.41;NaN;0 / 0;844516;2018-04-04 20:41:34:162;;;;;;
-1.2713;0.1077;9.7983;3.1;41.049;NaN;0 / 0;845016;2018-04-04 20:41:34:662;;;;;;
-1.2127;0.1604;9.7683;3.1;41.413;NaN;0 / 0;845516;2018-04-04 20:41:35:162;;;;;;
-1.2893;0.1233;9.7719;3.1;42.958;NaN;0 / 0;846016;2018-04-04 20:41:35:662;;;;;;
-1.312;0.1125;9.7588;3.1;38.346;NaN;0 / 0;846515;2018-04-04 20:41:36:161;;;;;;
-1.2486;0.1245;9.8222;3.1;40.263;NaN;0 / 0;847016;2018-04-04 20:41:36:662;;;;;;
-1.336;0.1233;9.8605;3.1;42;NaN;0 / 0;847516;2018-04-04 20:41:37:162;;;;;;
-1.342;0.1185;9.8641;3.1;38.414;NaN;0 / 0;848016;2018-04-04 20:41:37:662;;;;;;
-1.2857;0.1508;9.7671;3.1;38.764;NaN;0 / 0;848516;2018-04-04 20:41:38:162;;;;;;
-1.2402;0.1161;9.7145;3.1;43.067;NaN;0 / 0;849016;2018-04-04 20:41:38:662;;;;;;
-1.2342;0.0898;9.9479;3.1;43.946;NaN;0 / 0;849516;2018-04-04 20:41:39:162;;;;;;
-1.2953;0.1269;9.9431;3.1;42.977;NaN;0 / 0;850016;2018-04-04 20:41:39:662;;;;;;
-1.2893;0.1365;9.809;3.1;41.38;NaN;0 / 0;850516;2018-04-04 20:41:40:162;;;;;;
-1.3336;0.1173;9.8198;3.1;41.156;NaN;0 / 0;851016;2018-04-04 20:41:40:662;;;;;;
-1.2809;0.2406;9.8857;3.1;51.381;NaN;0 / 0;851516;2018-04-04 20:41:41:162;;;;;;
-1.1337;0.2789;9.8318;3.1;47.226;NaN;0 / 0;852015;2018-04-04 20:41:41:661;;;;;;
-1.0786;0.1472;9.821;3.1;40.855;NaN;0 / 0;852516;2018-04-04 20:41:42:162;;;;;;
-1.1049;0.0096;9.7612;3.1;39.821;NaN;0 / 0;853016;2018-04-04 20:41:42:662;;;;;;
-1.0798;0.079;9.76;3.1;53.444;NaN;0 / 0;853516;2018-04-04 20:41:43:162;;;;;;
-0.9493;-0.0156;9.9108;3.1;46.816;NaN;0 / 0;854016;2018-04-04 20:41:43:662;;;;;;
-0.9361;0.0682;9.8474;3.1;37.837;NaN;0 / 0;854515;2018-04-04 20:41:44:161;;;;;;
-0.978;0.1137;9.6618;3.1;37.034;NaN;0 / 0;855016;2018-04-04 20:41:44:662;;;;;;
-0.9409;-0.0096;9.8581;3.1;45.116;NaN;0 / 0;855516;2018-04-04 20:41:45:162;;;;;;
-0.8045;0.006;10.0245;3.1;36.939;NaN;0 / 0;856016;2018-04-04 20:41:45:662;;;;;;
-0.7374;0.0766;9.8988;3.1;40.642;NaN;0 / 0;856515;2018-04-04 20:41:46:161;;;;;;
-0.6165;0.176;9.6415;3.1;44.599;NaN;0 / 0;857016;2018-04-04 20:41:46:662;;;;;;
-0.6979;0.0299;9.833;3.1;55.56;NaN;0 / 0;857516;2018-04-04 20:41:47:162;;;;;;
-0.9361;0.0814;10.0688;3.1;39.677;NaN;0 / 0;858016;2018-04-04 20:41:47:662;;;;;;
-1.0774;0.1472;9.9216;3.1;52.493;NaN;0 / 0;858516;2018-04-04 20:41:48:162;;;;;;
-0.9744;0.2083;9.6091;3.1;47.531;NaN;0 / 0;859016;2018-04-04 20:41:48:662;;;;;;
-0.5758;0.559;9.8186;3.1;65.991;NaN;0 / 0;859516;2018-04-04 20:41:49:162;;;;;;
-0.3843;0.4154;10.1083;3.1;41.321;NaN;0 / 0;860015;2018-04-04 20:41:49:661;;;;;;
-0.401;0.5136;9.8306;3.1;40.54;NaN;0 / 0;860516;2018-04-04 20:41:50:162;;;;;;
-0.7039;0.6285;9.4822;3.1;45.274;NaN;0 / 0;861016;2018-04-04 20:41:50:662;;;;;;
-1.0582;0.5638;9.9886;3.1;50.438;NaN;0 / 0;861516;2018-04-04 20:41:51:162;;;;;;
-1.3635;0.5136;10.1323;3.1;54.749;NaN;0 / 0;862016;2018-04-04 20:41:51:662;;;;;;
-1.2677;0.516;9.7695;3.1;47.936;NaN;0 / 0;862516;2018-04-04 20:41:52:162;;;;;;
-1.1648;0.395;9.5253;3.1;63.1;NaN;0 / 0;863016;2018-04-04 20:41:52:662;;;;;;
-1.1217;0.2957;9.9;3.1;39.593;NaN;0 / 0;863515;2018-04-04 20:41:53:161;;;;;;
-1.1444;0.2263;9.9503;3.1;43.522;NaN;0 / 0;864016;2018-04-04 20:41:53:662;;;;;;
-1.1049;0.2909;9.7791;3.1;54.667;NaN;0 / 0;864516;2018-04-04 20:41:54:162;;;;;;
-1.1983;0.4022;9.6546;3.1;39.437;NaN;0 / 0;865016;2018-04-04 20:41:54:662;;;;;;
-1.3575;0.3077;9.8078;3.1;42.427;NaN;0 / 0;865516;2018-04-04 20:41:55:162;;;;;;
-1.391;0.2945;9.8809;3.1;50.108;NaN;0 / 0;866016;2018-04-04 20:41:55:662;;;;;;
-1.3216;0.3388;9.8569;3.1;52.559;NaN;0 / 0;866515;2018-04-04 20:41:56:161;;;;;;
-1.069;0.3615;9.9132;3.1;54.327;NaN;0 / 0;867016;2018-04-04 20:41:56:662;;;;;;
-0.8918;0.2717;9.9982;3.1;41.713;NaN;0 / 0;867516;2018-04-04 20:41:57:162;;;;;;
-1.0199;0.3831;10.3801;3.1;40.655;NaN;0 / 0;868016;2018-04-04 20:41:57:662;;;;;;
9.068;-6.2345;3.1951;3.1;58.853;NaN;0 / 0;868516;2018-04-04 20:41:58:162;;;;;;
-0.3819;-2.3463;11.746;3.1;37.344;NaN;0 / 0;869016;2018-04-04 20:41:58:662;;;;;;
-1.2713;-1.6137;9.7372;3.1;39.613;NaN;0 / 0;869516;2018-04-04 20:41:59:162;;;;;;
-1.0475;-1.4808;9.7384;3.1;39.41;NaN;0 / 0;870016;2018-04-04 20:41:59:662;;;;;;
-1.2426;-0.8523;9.7157;3.1;56.178;NaN;0 / 0;870516;2018-04-04 20:42:00:162;;;;;;
-1.0822;-0.5997;9.8186;3.1;66.551;NaN;0 / 0;871016;2018-04-04 20:42:00:662;;;;;;
-1.0702;-0.5662;9.8485;3.1;58.46;NaN;0 / 0;871516;2018-04-04 20:42:01:162;;;;;;
-0.984;-0.7099;9.7983;3.1;53.346;NaN;0 / 0;872016;2018-04-04 20:42:01:662;;;;;;
-0.8559;-0.6644;9.7145;3.1;48.113;NaN;0 / 0;872516;2018-04-04 20:42:02:162;;;;;;
-0.8643;-0.5136;9.7935;3.1;46.853;NaN;0 / 0;873016;2018-04-04 20:42:02:662;;;;;;
-0.9278;-0.3699;9.9754;3.1;49.789;NaN;0 / 0;873516;2018-04-04 20:42:03:162;;;;;;
-0.9517;-0.267;9.7169;3.1;50.675;NaN;0 / 0;874016;2018-04-04 20:42:03:662;;;;;;
-0.9553;-0.2873;9.651;3.1;48.849;NaN;0 / 0;874516;2018-04-04 20:42:04:162;;;;;;
-0.8092;-0.3771;9.8689;3.1;53.678;NaN;0 / 0;875016;2018-04-04 20:42:04:662;;;;;;
-0.7697;-0.4513;9.8497;3.1;47.142;NaN;0 / 0;875516;2018-04-04 20:42:05:162;;;;;;
-0.8272;-0.5866;9.7049;3.1;53.735;NaN;0 / 0;876016;2018-04-04 20:42:05:662;;;;;;
-0.7985;-0.6357;9.7959;3.1;68.289;NaN;0 / 0;876516;2018-04-04 20:42:06:162;;;;;;
-0.6967;-0.6297;10.0365;3.1;30.72;NaN;0 / 0;877016;2018-04-04 20:42:06:662;;;;;;
-0.7254;-0.4992;9.9719;3.1;31.256;NaN;0 / 0;877515;2018-04-04 20:42:07:161;;;;;;
-0.8655;-0.3974;9.6163;3.1;39.154;NaN;0 / 0;878016;2018-04-04 20:42:07:662;;;;;;
-0.8727;-0.3615;9.584;3.1;34.002;NaN;0 / 0;878516;2018-04-04 20:42:08:162;;;;;;
-0.7159;-0.3124;9.9814;3.1;47.216;NaN;0 / 0;879016;2018-04-04 20:42:08:662;;;;;;
-0.6309;-0.3807;9.9575;3.1;43.686;NaN;0 / 0;879516;2018-04-04 20:42:09:162;;;;;;
-0.8212;-0.4908;9.7504;3.1;43.252;NaN;0 / 0;880015;2018-04-04 20:42:09:661;;;;;;
-0.826;-0.5734;9.6822;3.1;52.365;NaN;0 / 0;880516;2018-04-04 20:42:10:162;;;;;;
-0.6321;-0.6045;9.8462;3.1;39.204;NaN;0 / 0;881016;2018-04-04 20:42:10:662;;;;;;
-0.5686;-0.3843;9.9036;3.1;31.788;NaN;0 / 0;881516;2018-04-04 20:42:11:162;;;;;;
-0.7841;-0.2215;9.8761;3.1;31;NaN;0 / 0;882016;2018-04-04 20:42:11:662;;;;;;
-0.8344;-0.2813;9.8294;3.1;33.565;NaN;0 / 0;882516;2018-04-04 20:42:12:162;;;;;;
-0.7242;-0.3891;9.7767;3.1;32.387;NaN;0 / 0;883016;2018-04-04 20:42:12:662;;;;;;
-0.6249;-0.3639;9.8509;3.1;31.543;NaN;0 / 0;883516;2018-04-04 20:42:13:162;;;;;;
-0.6488;-0.3867;9.8031;3.1;29.099;NaN;0 / 0;884016;2018-04-04 20:42:13:662;;;;;;
-0.7326;-0.4046;9.8402;3.1;34.925;NaN;0 / 0;884516;2018-04-04 20:42:14:162;;;;;;
-0.7003;-0.4597;9.9647;3.1;39.196;NaN;0 / 0;885015;2018-04-04 20:42:14:661;;;;;;
-0.662;-0.3136;9.8162;3.1;38.714;NaN;0 / 0;885516;2018-04-04 20:42:15:162;;;;;;
-0.7266;-0.1808;9.8318;3.1;34.763;NaN;0 / 0;886016;2018-04-04 20:42:15:662;;;;;;
-0.735;-0.1975;9.8785;3.1;39.129;NaN;0 / 0;886516;2018-04-04 20:42:16:162;;;;;;
-0.7111;-0.34;9.7719;3.1;31.778;NaN;0 / 0;887016;2018-04-04 20:42:16:662;;;;;;
-0.65;-0.4944;9.7803;3.1;32.722;NaN;0 / 0;887516;2018-04-04 20:42:17:162;;;;;;
-0.6105;-0.5662;9.9431;3.1;39.557;NaN;0 / 0;888016;2018-04-04 20:42:17:662;;;;;;
-0.6021;-0.4357;9.9359;3.1;33.81;NaN;0 / 0;888516;2018-04-04 20:42:18:162;;;;;;
-0.7123;-0.2693;9.8294;3.1;44.827;NaN;0 / 0;889016;2018-04-04 20:42:18:662;;;;;;
-0.7925;-0.1257;9.7133;3.1;33.367;NaN;0 / 0;889515;2018-04-04 20:42:19:161;;;;;;
-0.7278;-0.0431;9.7755;3.1;39.552;NaN;0 / 0;890016;2018-04-04 20:42:19:662;;;;;;
-0.6835;-0.0335;9.9599;3.1;40.343;NaN;0 / 0;890516;2018-04-04 20:42:20:162;;;;;;
-0.7745;-0.0587;9.9156;3.1;32.743;NaN;0 / 0;891016;2018-04-04 20:42:20:662;;;;;;
-0.7793;-0.2047;9.7109;3.1;36.012;NaN;0 / 0;891516;2018-04-04 20:42:21:162;;;;;;
-0.7039;-0.1856;9.9084;3.1;35.312;NaN;0 / 0;892015;2018-04-04 20:42:21:661;;;;;;
-0.6835;-0.0311;10.0533;3.1;48.689;NaN;0 / 0;892516;2018-04-04 20:42:22:162;;;;;;
-0.8033;0.1879;9.7695;3.1;39.698;NaN;0 / 0;893016;2018-04-04 20:42:22:662;;;;;;
-0.9134;0.2394;9.5612;3.1;45.57;NaN;0 / 0;893516;2018-04-04 20:42:23:162;;;;;;
-0.8188;0.261;9.9156;3.1;42.941;NaN;0 / 0;894016;2018-04-04 20:42:23:662;;;;;;
-0.7661;0.2753;10.076;3.1;49.29;NaN;0 / 0;894516;2018-04-04 20:42:24:162;;;;;;
-0.8033;0.1784;9.8845;3.1;38.044;NaN;0 / 0;895016;2018-04-04 20:42:24:662;;;;;;
-0.8942;0.1197;9.7025;3.1;36.572;NaN;0 / 0;895516;2018-04-04 20:42:25:162;;;;;;
-0.7865;0.1676;9.7935;3.1;29.964;NaN;0 / 0;896016;2018-04-04 20:42:25:662;;;;;;
-0.729;0.1963;9.9371;3.1;29.909;NaN;0 / 0;896516;2018-04-04 20:42:26:162;;;;;;
-0.7985;0.1927;9.9216;3.1;29.556;NaN;0 / 0;897016;2018-04-04 20:42:26:662;;;;;;
-0.8906;0.1975;9.7659;3.1;31.344;NaN;0 / 0;897516;2018-04-04 20:42:27:162;;;;;;
-0.7829;0.2813;9.9;3.1;33.046;NaN;0 / 0;898015;2018-04-04 20:42:27:661;;;;;;
-0.7769;0.2753;9.8952;3.1;29.7;NaN;0 / 0;898516;2018-04-04 20:42:28:162;;;;;;
-0.8416;0.2047;9.8078;3.1;34.973;NaN;0 / 0;899016;2018-04-04 20:42:28:662;;;;;;
-0.8176;0.1185;9.9264;3.1;35.451;NaN;0 / 0;899516;2018-04-04 20:42:29:162;;;;;;
-0.7566;0.1544;9.912;3.1;30.996;NaN;0 / 0;900015;2018-04-04 20:42:29:661;;;;;;
-0.7733;0.1856;9.8354;3.1;33.466;NaN;0 / 0;900516;2018-04-04 20:42:30:162;;;;;;
-0.8643;0.2562;9.7288;3.1;34.093;NaN;0 / 0;901016;2018-04-04 20:42:30:662;;;;;;
-0.8475;0.3328;9.7695;3.1;30.363;NaN;0 / 0;901516;2018-04-04 20:42:31:162;;;;;;
-0.7793;0.2682;9.8725;3.1;31.861;NaN;0 / 0;902016;2018-04-04 20:42:31:662;;;;;;
-0.7925;0.2286;9.8545;3.1;30.121;NaN;0 / 0;902516;2018-04-04 20:42:32:162;;;;;;
-0.808;0.1748;9.8773;3.1;30.823;NaN;0 / 0;903015;2018-04-04 20:42:32:661;;;;;;
-0.7853;0.1089;9.9467;3.1;31.79;NaN;0 / 0;903516;2018-04-04 20:42:33:162;;;;;;
-0.7841;0.1472;9.8641;3.1;30.095;NaN;0 / 0;904016;2018-04-04 20:42:33:662;;;;;;
-0.808;0.1867;9.8545;3.1;29.383;NaN;0 / 0;904516;2018-04-04 20:42:34:162;;;;;;
-0.7973;0.243;9.8354;3.1;30.191;NaN;0 / 0;905016;2018-04-04 20:42:34:662;;;;;;
-0.8296;0.2897;9.7815;3.1;32.265;NaN;0 / 0;905515;2018-04-04 20:42:35:161;;;;;;
-0.8152;0.2358;9.7827;3.1;29.361;NaN;0 / 0;906016;2018-04-04 20:42:35:662;;;;;;
-0.7949;0.2059;9.7755;3.1;32.235;NaN;0 / 0;906516;2018-04-04 20:42:36:162;;;;;;
-0.8021;0.1652;9.8761;3.1;36.542;NaN;0 / 0;907016;2018-04-04 20:42:36:662;;;;;;
-0.7494;0.146;9.9515;3.1;30.778;NaN;0 / 0;907516;2018-04-04 20:42:37:162;;;;;;
-0.7901;0.1664;9.8725;3.1;38.698;NaN;0 / 0;908016;2018-04-04 20:42:37:662;;;;;;
-0.8368;0.2023;9.7013;3.1;29.434;NaN;0 / 0;908516;2018-04-04 20:42:38:162;;;;;;
-0.7973;0.1891;9.8366;3.1;40.78;NaN;0 / 0;909016;2018-04-04 20:42:38:662;;;;;;
-0.7207;0.1939;10.0054;3.1;31.562;NaN;0 / 0;909516;2018-04-04 20:42:39:162;;;;;;
-0.7805;0.1844;9.9096;3.1;37.112;NaN;0 / 0;910015;2018-04-04 20:42:39:661;;;;;;
-0.8236;0.1879;9.7348;3.1;35.887;NaN;0 / 0;910516;2018-04-04 20:42:40:162;;;;;;
-0.8056;0.1772;9.736;3.1;34.076;NaN;0 / 0;911016;2018-04-04 20:42:40:662;;;;;;
-0.7781;0.2442;9.8881;3.1;28.737;NaN;0 / 0;911516;2018-04-04 20:42:41:162;;;;;;
-0.741;0.3627;9.9862;3.1;39.72;NaN;0 / 0;912016;2018-04-04 20:42:41:662;;;;;;
-0.7937;0.1724;9.8641;3.1;28.842;NaN;0 / 0;912515;2018-04-04 20:42:42:161;;;;;;
-0.7877;-0.0599;9.6546;3.1;31.55;NaN;0 / 0;913016;2018-04-04 20:42:42:662;;;;;;
-0.6835;-0.17;9.8509;3.1;39.421;NaN;0 / 0;913516;2018-04-04 20:42:43:162;;;;;;
-0.6033;-0.2011;9.9886;3.1;37.402;NaN;0 / 0;914016;2018-04-04 20:42:43:662;;;;;;
-0.6548;-0.2945;9.9084;3.1;36.306;NaN;0 / 0;914516;2018-04-04 20:42:44:162;;;;;;
-0.7015;-0.2873;9.7875;3.1;36.657;NaN;0 / 0;915015;2018-04-04 20:42:44:661;;;;;;
-0.723;-0.152;9.7408;3.1;32.359;NaN;0 / 0;915516;2018-04-04 20:42:45:162;;;;;;
-0.668;-0.0874;9.8138;3.1;44.946;NaN;0 / 0;916016;2018-04-04 20:42:45:662;;;;;;
-0.65;-0.2131;9.8869;3.1;40.513;NaN;0 / 0;916516;2018-04-04 20:42:46:162;;;;;;
-0.6081;-0.3783;9.7959;3.1;32.009;NaN;0 / 0;917016;2018-04-04 20:42:46:662;;;;;;
-0.6057;-0.6321;9.8222;3.1;29.356;NaN;0 / 0;917516;2018-04-04 20:42:47:162;;;;;;
-0.498;-0.6955;9.997;3.1;40.849;NaN;0 / 0;918016;2018-04-04 20:42:47:662;;;;;;
-0.504;-0.735;9.9036;3.1;30.449;NaN;0 / 0;918515;2018-04-04 20:42:48:161;;;;;;
-0.5578;-0.729;9.7659;3.1;30.233;NaN;0 / 0;919016;2018-04-04 20:42:48:662;;;;;;
-0.5662;-0.6512;9.7456;3.1;30.041;NaN;0 / 0;919516;2018-04-04 20:42:49:162;;;;;;
-0.5818;-0.4334;9.8366;3.1;30.139;NaN;0 / 0;920016;2018-04-04 20:42:49:662;;;;;;
-0.5974;-0.3472;9.8497;3.1;31.771;NaN;0 / 0;920516;2018-04-04 20:42:50:162;;;;;;
-0.6416;-0.3831;9.827;3.1;29.659;NaN;0 / 0;921016;2018-04-04 20:42:50:662;;;;;;
-0.595;-0.4908;9.8019;3.1;29.869;NaN;0 / 0;921516;2018-04-04 20:42:51:162;;;;;;
-0.5447;-0.565;9.8988;3.1;29.52;NaN;0 / 0;922015;2018-04-04 20:42:51:661;;;;;;
-0.5303;-0.6093;9.9311;3.1;28.474;NaN;0 / 0;922516;2018-04-04 20:42:52:162;;;;;;
-0.5531;-0.6321;9.8462;3.1;28.251;NaN;0 / 0;923016;2018-04-04 20:42:52:662;;;;;;
-0.5818;-0.5722;9.7947;3.1;29.359;NaN;0 / 0;923516;2018-04-04 20:42:53:162;;;;;;
-0.5986;-0.51;9.9;3.1;28.261;NaN;0 / 0;924016;2018-04-04 20:42:53:662;;;;;;
-0.5626;-0.4393;9.8893;3.1;27.881;NaN;0 / 0;924515;2018-04-04 20:42:54:161;;;;;;
-0.5794;-0.3891;9.7013;3.1;28.361;NaN;0 / 0;925016;2018-04-04 20:42:54:662;;;;;;
-0.6225;-0.4657;9.6283;3.1;28.22;NaN;0 / 0;925516;2018-04-04 20:42:55:162;;;;;;
-0.5602;-0.6105;9.9407;3.1;28.587;NaN;0 / 0;926016;2018-04-04 20:42:55:662;;;;;;
-0.4968;-0.6476;10.0413;3.1;28.508;NaN;0 / 0;926516;2018-04-04 20:42:56:162;;;;;;
-0.5543;-0.5962;9.7995;3.1;28.25;NaN;0 / 0;927016;2018-04-04 20:42:56:662;;;;;;
-0.6117;-0.5303;9.7288;3.1;28.401;NaN;0 / 0;927516;2018-04-04 20:42:57:162;;;;;;
-0.5818;-0.4633;9.845;3.1;28.492;NaN;0 / 0;928015;2018-04-04 20:42:57:661;;;;;;
-0.571;-0.4214;9.8485;3.1;29.599;NaN;0 / 0;928516;2018-04-04 20:42:58:162;;;;;;
-0.6009;-0.4441;9.821;3.1;28.568;NaN;0 / 0;929016;2018-04-04 20:42:58:662;;;;;;
-0.5327;-0.5614;9.8533;3.1;28.352;NaN;0 / 0;929516;2018-04-04 20:42:59:162;;;;;;
-0.5638;-0.5997;9.7911;3.1;32.899;NaN;0 / 0;930016;2018-04-04 20:42:59:662;;;;;;
-0.5698;-0.5447;9.7779;3.1;42.53;NaN;0 / 0;930515;2018-04-04 20:43:00:161;;;;;;
-0.5231;-0.5148;9.8869;3.1;36;NaN;0 / 0;931016;2018-04-04 20:43:00:662;;;;;;
-0.5483;-0.4334;9.9575;3.1;30.373;NaN;0 / 0;931516;2018-04-04 20:43:01:162;;;;;;
-0.5962;-0.3065;9.8078;3.1;30.361;NaN;0 / 0;932016;2018-04-04 20:43:01:662;;;;;;
-0.6249;-0.2215;9.7061;3.1;35.7;NaN;0 / 0;932516;2018-04-04 20:43:02:162;;;;;;
-0.5758;-0.1149;9.8749;3.1;33.288;NaN;0 / 0;933015;2018-04-04 20:43:02:661;;;;;;
-0.583;-0.1712;9.924;3.1;38.192;NaN;0 / 0;933516;2018-04-04 20:43:03:162;;;;;;
-0.6189;-0.2274;9.7181;3.1;33.242;NaN;0 / 0;934016;2018-04-04 20:43:03:662;;;;;;
-0.5674;-0.2071;9.7001;3.1;36.093;NaN;0 / 0;934516;2018-04-04 20:43:04:162;;;;;;
-0.5387;-0.2071;10.0413;3.1;43.475;NaN;0 / 0;935016;2018-04-04 20:43:04:662;;;;;;
-0.5698;-0.1101;9.9838;3.1;34.358;NaN;0 / 0;935516;2018-04-04 20:43:05:162;;;;;;
-0.6249;-0.1353;9.7276;3.1;39.192;NaN;0 / 0;936016;2018-04-04 20:43:05:662;;;;;;
-0.6165;-0.182;9.6893;3.1;29.362;NaN;0 / 0;936516;2018-04-04 20:43:06:162;;;;;;
-0.5291;-0.1077;9.8928;3.1;30.087;NaN;0 / 0;937016;2018-04-04 20:43:06:662;;;;;;
-0.583;-0.0527;9.9395;3.1;43.392;NaN;0 / 0;937516;2018-04-04 20:43:07:162;;;;;;
-0.6153;-0.0682;9.8641;3.1;33.091;NaN;0 / 0;938016;2018-04-04 20:43:07:662;;;;;;
-0.6297;-0.1233;9.7492;3.1;39.571;NaN;0 / 0;938516;2018-04-04 20:43:08:162;;;;;;
-0.5543;-0.0718;9.8629;3.1;33.157;NaN;0 / 0;939016;2018-04-04 20:43:08:662;;;;;;
-0.5016;-0.1101;9.9575;3.1;45.823;NaN;0 / 0;939516;2018-04-04 20:43:09:162;;;;;;
-0.5567;-0.2203;9.8007;3.1;30.463;NaN;0 / 0;940016;2018-04-04 20:43:09:662;;;;;;
-0.6081;-0.1353;9.7683;3.1;35.087;NaN;0 / 0;940516;2018-04-04 20:43:10:162;;;;;;
-0.5315;0.0227;9.9288;3.1;30.671;NaN;0 / 0;941016;2018-04-04 20:43:10:662;;;;;;
-0.577;0.0982;9.7671;3.1;30.607;NaN;0 / 0;941516;2018-04-04 20:43:11:162;;;;;;
-0.6464;0.0371;9.73;3.1;32.387;NaN;0 / 0;942016;2018-04-04 20:43:11:662;;;;;;
-0.5483;-0.0838;9.8557;3.1;29.882;NaN;0 / 0;942516;2018-04-04 20:43:12:162;;;;;;
-0.4286;-0.2059;9.9144;3.1;35.228;NaN;0 / 0;943016;2018-04-04 20:43:12:662;;;;;;
-0.4729;-0.2418;9.8055;3.1;34.238;NaN;0 / 0;943516;2018-04-04 20:43:13:162;;;;;;
-0.5291;-0.1065;9.8857;3.1;34.905;NaN;0 / 0;944016;2018-04-04 20:43:13:662;;;;;;
-0.5363;-0.0215;9.8988;3.1;31.288;NaN;0 / 0;944516;2018-04-04 20:43:14:162;;;;;;
-0.5004;0.0251;9.7743;3.1;39.183;NaN;0 / 0;945016;2018-04-04 20:43:14:662;;;;;;
-0.4537;-0.1125;9.9012;3.1;37.372;NaN;0 / 0;945516;2018-04-04 20:43:15:162;;;;;;
-0.4322;-0.2179;9.8126;3.1;29.381;NaN;0 / 0;946016;2018-04-04 20:43:15:662;;;;;;
-0.4322;-0.2011;9.8031;3.1;35.376;NaN;0 / 0;946516;2018-04-04 20:43:16:162;;;;;;
-0.3974;-0.0778;9.8821;3.1;31.389;NaN;0 / 0;947016;2018-04-04 20:43:16:662;;;;;;
-0.4226;-0.1784;9.9551;3.1;34.078;NaN;0 / 0;947516;2018-04-04 20:43:17:162;;;;;;
-0.4214;-0.1748;9.8497;3.1;34.577;NaN;0 / 0;948016;2018-04-04 20:43:17:662;;;;;;
-0.3795;-0.1041;9.8067;3.1;29.431;NaN;0 / 0;948516;2018-04-04 20:43:18:162;;;;;;
-0.3843;-0.1257;9.8737;3.1;30.806;NaN;0 / 0;949016;2018-04-04 20:43:18:662;;;;;;
-0.407;-0.2466;9.9;3.1;34.291;NaN;0 / 0;949516;2018-04-04 20:43:19:162;;;;;;
-0.401;-0.1496;9.7779;3.1;34.228;NaN;0 / 0;950016;2018-04-04 20:43:19:662;;;;;;
-0.3376;-0.2909;9.7743;3.1;33.637;NaN;0 / 0;950516;2018-04-04 20:43:20:162;;;;;;
